step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
346,CASH_OUT,211294,C569732588,310650,192573,C931109347,425466,135753,1,0
516,DEBIT,99222,C198476695,480620,135669,C986721049,368543,557437,0,0
331,PAYMENT,259016,C338411494,167932,317174,M444529729,287251,488260,0,0
404,CASH_OUT,156725,C976928440,141707,489987,C389287503,159224,720380,1,0
81,CASH_OUT,95486,C584394989,136262,159156,C882542411,588730,59395,0,0
130,DEBIT,86473,C475364113,147522,149979,C547506309,740457,360654,0,0
581,PAYMENT,147835,C128636900,34523,444547,M749591392,206084,661801,0,0
90,TRANSFER,216586,C545492166,33734,252771,C793159203,154473,6654,0,0
263,TRANSFER,91228,C157184151,479554,263199,C195871030,327660,381150,0,0
248,DEBIT,103102,C525689202,346883,246464,C301794412,479425,443612,0,0
667,TRANSFER,234096,C639026034,223607,45380,C574289591,369556,25532,1,0
621,DEBIT,290280,C501538092,245385,459567,C326978821,661680,221646,0,0
378,DEBIT,248650,C353164777,96496,18781,C984730446,251442,281648,0,0
159,PAYMENT,175307,C514642708,485825,255392,M537195843,259711,132848,0,0
417,CASH_OUT,95077,C187623171,167207,249045,C895583423,765523,281775,0,0
305,CASH_OUT,234497,C502559419,103509,159186,C620185318,219248,231730,1,0
47,DEBIT,138361,C341096660,372689,414277,C915499713,295107,788797,0,0
218,PAYMENT,197880,C130266145,431915,229728,M654589168,572922,289669,0,0
437,TRANSFER,263168,C442185272,3196,335740,C501483027,626627,85666,0,0
10,TRANSFER,166662,C206389694,355752,332402,C981560713,642306,545961,1,0
162,PAYMENT,281496,C867407868,300053,455139,M160350543,487295,287437,0,0
589,PAYMENT,181513,C797889971,435892,16292,M653266624,503294,537605,0,0
206,DEBIT,157355,C460015275,351637,440612,C949856342,83323,778755,0,0
222,DEBIT,165807,C949738493,386354,324792,C270695366,479898,106918,0,0
53,TRANSFER,117292,C256819248,18768,372868,C170455681,687537,766159,0,0
148,CASH_OUT,196091,C247746438,39080,313694,C434065879,115266,770508,0,1
660,PAYMENT,57886,C141127742,145800,109525,M861894343,27597,114441,0,0
1,TRANSFER,65539,C408034406,67381,344543,C644167285,767248,742138,0,0
591,CASH_OUT,299289,C990949719,309320,241262,C533131502,718398,550640,1,0
267,PAYMENT,101221,C607294618,102192,5608,M245652883,530929,564493,0,0
160,PAYMENT,106344,C847401602,232362,168217,M938073130,225097,59353,0,0
192,CASH_OUT,69739,C992398092,309423,50385,C662948033,772411,49334,0,0
196,PAYMENT,29192,C249027517,88720,254084,M710607239,728359,365356,1,0
698,CASH_OUT,255183,C914799481,121280,401176,C131082848,355446,568061,1,0
73,DEBIT,23012,C857563699,361998,418810,C286549068,373539,454412,0,0
642,DEBIT,112136,C603703167,266145,450399,C306978174,419260,753682,0,0
157,PAYMENT,151870,C581682167,248018,441259,M994351711,797051,796184,0,0
16,DEBIT,230696,C760725160,326824,401051,C315528733,401702,395722,0,0
594,PAYMENT,195023,C105638424,16940,130066,M998696871,272201,245615,0,0
526,DEBIT,246964,C185068029,203374,7043,C161877074,582093,211470,1,0
206,PAYMENT,53692,C120405269,319586,102654,M367888133,284331,516853,0,0
508,PAYMENT,265403,C374796224,431599,434758,M135509761,761299,321574,0,0
593,TRANSFER,216782,C331557515,487258,4263,C590108029,234856,721915,1,0
523,PAYMENT,166962,C996534803,368503,11519,M154287614,471069,223080,0,1
34,PAYMENT,49278,C260545470,46246,394718,M486949792,414546,202500,0,0
198,DEBIT,93574,C689274064,496058,134042,C856594938,694388,413727,0,0
542,DEBIT,234185,C880862406,381856,392544,C313792490,130514,154969,0,0
20,TRANSFER,90517,C753780028,65480,339855,C394181098,698213,557524,0,0
552,TRANSFER,251163,C666690337,465538,286348,C495514868,765784,637796,1,0
19,DEBIT,94446,C554466340,149666,290277,C984233149,596168,405633,0,0
506,PAYMENT,934,C219385981,422593,137912,M598450776,776422,187660,0,0
202,DEBIT,299145,C933409017,475759,259820,C642375317,59547,769129,0,1
182,CASH_OUT,45012,C409346714,129651,466783,C526213526,511933,273591,0,0
215,PAYMENT,207949,C355164255,108775,378522,M782266083,541285,279953,0,0
145,TRANSFER,97164,C423358638,440698,193708,C233007467,151168,236486,0,0
502,PAYMENT,277367,C230833665,147702,257422,M831405402,527433,538786,1,1
105,TRANSFER,106024,C151270577,492303,155223,C132816979,593572,398759,0,0
304,CASH_OUT,223379,C356022467,436526,370098,C359779054,574839,715422,1,0
29,TRANSFER,754,C550784243,177265,268774,C499933139,750639,618740,0,0
314,TRANSFER,215934,C786069196,312371,92889,C624830763,93878,452400,1,0
365,TRANSFER,249241,C952442674,64555,375285,C737849448,185715,269981,0,0
574,DEBIT,272117,C768737754,429385,254451,C578999915,83576,102548,0,0
494,TRANSFER,234661,C590822013,407851,193295,C290679038,438350,700972,1,0
79,PAYMENT,72355,C167438668,34622,471808,M609578849,509800,465406,0,0
532,CASH_OUT,96526,C219032752,481038,225075,C730157871,755247,639963,0,0
648,TRANSFER,105823,C998386592,387435,140466,C691990078,582761,635843,0,0
674,DEBIT,203185,C636687537,100300,491934,C475551835,269072,104663,0,0
244,PAYMENT,71188,C740743666,275478,369552,M469634556,642006,676367,0,0
525,PAYMENT,137944,C675583372,476752,12938,M275571407,702726,682121,0,0
612,DEBIT,174104,C117647321,394803,353645,C999423880,494496,603532,0,0
256,DEBIT,49502,C778556450,224065,426142,C377733976,350891,613517,0,0
629,DEBIT,79895,C653380476,246256,41722,C904190892,305617,377250,0,0
327,PAYMENT,240589,C717452511,209658,105940,M992140083,556387,122994,0,0
411,CASH_OUT,197323,C359779090,461263,118998,C839647637,710595,791598,1,0
685,DEBIT,176082,C871531100,321990,106898,C197057590,55746,668372,0,0
668,TRANSFER,139105,C254164462,163945,14026,C406090918,254200,188349,0,0
155,TRANSFER,128280,C412750915,16709,346929,C129474736,349355,398270,0,0
581,DEBIT,240413,C560891752,481756,492108,C515071728,277941,260314,1,0
374,DEBIT,100725,C101679695,160974,249109,C153312407,380129,101216,0,0
598,PAYMENT,262707,C760146764,48380,322038,M274920492,645214,475125,0,0
516,PAYMENT,251535,C478833337,301517,393658,M714457408,16473,146626,0,0
527,DEBIT,296224,C358303887,230395,14497,C937336224,703196,379590,0,0
319,PAYMENT,35131,C712745501,242735,424986,M330122826,40002,641260,0,0
356,TRANSFER,110461,C547286055,267336,34579,C337673911,452436,536630,0,0
75,TRANSFER,71034,C301126777,342902,291409,C795118868,705339,711083,0,1
612,CASH_OUT,55282,C813363254,269482,66266,C341712209,404311,34571,0,0
557,DEBIT,247777,C817490291,5829,223274,C827669728,456123,230099,0,0
381,CASH_OUT,299083,C191927283,435252,458189,C321975705,795005,351679,1,0
4,TRANSFER,189737,C662087258,243768,113259,C388926290,275871,643887,1,0
495,CASH_OUT,80830,C487195336,38598,212139,C799636574,648365,173226,0,1
442,CASH_OUT,188405,C172670118,436572,69000,C539705006,593358,83470,1,0
588,PAYMENT,286840,C664852025,499755,54607,M651131533,9290,42738,0,0
252,DEBIT,121824,C684203557,166490,304767,C121531054,496733,356211,0,0
55,TRANSFER,92950,C644738967,388026,86332,C937844678,478720,582456,0,0
546,DEBIT,202004,C944403809,202268,369478,C924174943,419136,359830,0,0
449,PAYMENT,236043,C645055605,448400,152254,M832506384,302468,761563,0,0
361,DEBIT,77325,C695016134,378355,396681,C109554136,767914,421439,0,0
117,CASH_OUT,97347,C121833792,484103,2369,C609057994,645836,682637,0,0
483,PAYMENT,144475,C519246503,313078,66483,M242071170,290706,205658,0,1
241,DEBIT,70121,C604803700,37381,269066,C795109916,629313,708537,0,0
342,CASH_OUT,33996,C146744734,141463,10564,C285972787,786157,486744,0,0
326,PAYMENT,176418,C782546314,399988,349379,M745471251,566695,317234,0,0
26,DEBIT,5133,C515410649,125074,219700,C959922040,36080,768813,0,0
350,DEBIT,285081,C500830389,323860,343625,C109087862,242726,775806,0,0
40,PAYMENT,140283,C372354893,391758,444128,M340271240,125612,658554,0,0
381,DEBIT,55614,C902425085,377988,253978,C371002172,392619,62408,0,0
617,DEBIT,50619,C117439966,414016,126534,C753204271,345590,305868,0,0
542,PAYMENT,209820,C483426624,30846,413014,M964454042,644034,263035,0,0
560,PAYMENT,152231,C946666926,169807,45704,M427984850,789539,148608,0,0
305,DEBIT,242430,C172541521,61562,237469,C865299271,175508,37780,0,0
602,TRANSFER,8277,C470228863,45708,199521,C861678303,629999,104755,1,0
273,CASH_OUT,224162,C358906986,86590,313030,C790137154,185217,705051,0,0
377,PAYMENT,194554,C886989426,339330,248966,M395685474,5310,311173,0,0
26,TRANSFER,233562,C805560474,22419,297194,C555059083,423759,553093,0,0
66,DEBIT,154199,C774585778,308697,204249,C504237434,249894,292927,0,0
273,TRANSFER,95964,C211308231,227870,206935,C474423649,71074,698276,0,0
12,CASH_OUT,149905,C928393291,413270,389027,C592845370,87388,265713,0,0
270,CASH_OUT,35951,C724813934,440919,456179,C370581558,364236,266336,0,0
662,DEBIT,65714,C889401015,10532,114300,C334300190,371551,260775,0,0
233,CASH_OUT,227207,C912477810,251881,453227,C601113183,24815,792650,1,0
456,TRANSFER,193825,C457039137,175295,413324,C424425818,125349,568392,1,0
563,PAYMENT,159992,C243247463,407908,266152,M827133833,407096,272611,0,1
129,TRANSFER,95142,C147605080,31017,486383,C659030686,738423,98120,0,0
518,DEBIT,77706,C478278218,285906,39051,C985097007,560085,530901,0,0
65,TRANSFER,185882,C686277792,181383,345753,C769591945,158987,63910,1,0
443,TRANSFER,102464,C463512350,144916,201081,C526439295,59486,472355,0,0
182,DEBIT,26181,C973498494,107157,466196,C727588309,86978,200798,0,0
101,DEBIT,5896,C790196540,110290,19465,C209856785,71792,139270,0,0
100,CASH_OUT,169430,C288000513,163377,184681,C107889398,474381,624257,1,0
477,TRANSFER,98902,C991617660,9852,456195,C649233665,582334,408519,0,0
61,DEBIT,289404,C936597989,343550,223717,C811198748,352131,205156,0,0
203,CASH_OUT,171203,C835172306,243554,221716,C501826151,290144,263672,1,1
413,DEBIT,157853,C598885034,355992,309257,C702859986,597689,624559,0,0
153,PAYMENT,105486,C846668526,85001,158069,M795078308,17215,643346,0,0
90,DEBIT,30891,C613818935,246969,468361,C737558411,697621,220079,0,0
186,TRANSFER,75939,C778321204,312768,316543,C753962570,36509,711782,0,0
301,TRANSFER,7937,C295719504,462396,408224,C403521991,527800,82168,0,0
620,TRANSFER,216875,C971339002,207193,488075,C420486085,711045,224320,1,0
688,DEBIT,72634,C244796859,201068,426492,C834883010,22838,323670,0,0
105,DEBIT,162534,C167753684,187486,6336,C216076355,586686,545027,0,0
672,PAYMENT,125795,C868847524,350882,158651,M617262695,505074,319475,1,0
277,PAYMENT,233011,C933428091,381116,110573,M168544512,757730,648002,0,0
353,CASH_OUT,189316,C591429705,12755,48791,C461081823,710463,360981,0,0
82,CASH_OUT,262304,C139711044,99847,387688,C396871629,667481,19158,0,1
39,CASH_OUT,246160,C415081566,117776,397575,C787833374,582570,449426,1,0
663,PAYMENT,207484,C316456682,121937,436881,M449113269,500181,668695,0,0
211,TRANSFER,174101,C147036629,195254,338906,C397302928,255549,113532,1,0
536,CASH_OUT,19503,C949447049,141519,20229,C380404354,520919,774474,0,0
88,CASH_OUT,230793,C314179101,64222,468395,C804503060,790555,202049,0,0
571,PAYMENT,286747,C144996163,142245,199867,M863531123,42082,101967,0,0
650,PAYMENT,248104,C438868427,32069,120787,M799506796,714152,496626,0,0
207,TRANSFER,235307,C432941445,56866,210171,C420824516,551972,17352,0,0
403,TRANSFER,112852,C653388913,279365,464416,C302250101,148515,584550,0,0
34,TRANSFER,127672,C527589822,490391,113920,C260985353,788898,104639,0,0
265,DEBIT,296512,C975535611,491754,48807,C655439758,422109,626905,0,0
286,DEBIT,234437,C683074770,267531,317972,C921921869,774756,378147,0,0
566,TRANSFER,267301,C608309128,286298,149102,C358022386,254936,522037,1,0
550,TRANSFER,299999,C371993587,329794,246281,C160961339,404964,558382,1,0
673,CASH_OUT,64484,C139321248,128792,465899,C964823687,356668,648581,0,0
346,PAYMENT,249429,C908839964,95696,410140,M961531511,427443,386435,0,0
160,TRANSFER,66160,C794604127,459350,455725,C969761986,638471,300489,0,0
550,PAYMENT,271509,C305195749,50411,395252,M744280854,349422,72832,0,0
114,DEBIT,104286,C407209235,131632,270628,C533897383,42628,66046,1,0
357,DEBIT,270765,C483298103,202646,324064,C809239039,183951,147349,0,0
288,CASH_OUT,152747,C938422254,47361,329738,C443152572,343190,394039,0,0
595,DEBIT,72672,C151329185,176687,254043,C830955923,447695,611442,0,0
525,DEBIT,53922,C804086195,181565,140118,C250248163,277132,528446,0,0
654,CASH_OUT,52121,C456401418,28834,372157,C874471936,90381,429586,0,0
623,TRANSFER,296894,C393364102,273118,240464,C127332385,468239,7711,1,0
23,TRANSFER,51422,C233654018,226009,60071,C803731001,637719,546356,0,0
670,CASH_OUT,143709,C958287383,19515,57732,C634050001,209605,245512,0,0
659,CASH_OUT,5795,C495157577,435711,261910,C417403063,101982,792272,0,0
270,CASH_OUT,170191,C569172971,32125,62999,C378556835,730493,260281,0,0
54,DEBIT,15129,C529520110,324058,221576,C549431487,673265,700948,0,0
111,CASH_OUT,104243,C898120571,248304,317559,C534434754,280786,793983,0,0
407,TRANSFER,90848,C572163615,474857,316884,C516907018,317859,436401,0,0
79,DEBIT,283235,C515156661,258492,417690,C891060070,114921,225877,0,0
444,PAYMENT,210615,C464037804,63888,481483,M137923492,543344,251953,0,0
16,DEBIT,194924,C300593456,32161,492937,C726016935,470970,568688,0,0
397,PAYMENT,256049,C632794158,196164,79599,M860283250,74180,733709,0,0
490,PAYMENT,181749,C843102880,476015,173327,M714225883,164944,373096,0,0
365,TRANSFER,295284,C634211672,78113,313599,C976189113,480795,221099,0,0
631,CASH_OUT,144925,C494435754,91891,211474,C303919854,314326,714300,0,0
187,PAYMENT,297642,C956084565,87794,179614,M468472812,110373,310609,0,0
643,PAYMENT,27407,C657568201,349627,55598,M880126986,443226,161919,0,1
394,DEBIT,154636,C386389162,211463,346534,C865974442,289176,107437,0,0
75,DEBIT,78106,C960226208,374195,466185,C338760659,15791,111118,0,1
380,DEBIT,21702,C188703430,126733,484161,C836928463,358963,609395,0,0
170,CASH_OUT,244355,C880697625,135090,283071,C674060064,683045,158621,1,0
190,CASH_OUT,151526,C555803043,177833,63753,C785383997,456036,313456,1,0
88,DEBIT,32988,C184747224,390300,491420,C942776797,461833,652433,1,0
36,PAYMENT,255057,C562360908,123351,36534,M610816782,104817,153627,1,0
629,PAYMENT,168073,C746879296,384922,329287,M821413281,468883,93676,0,0
296,CASH_OUT,69068,C982982227,300821,44440,C484933362,42103,538611,0,0
224,PAYMENT,114981,C293763673,413356,56627,M644725181,612665,115637,1,0
664,TRANSFER,67085,C685698675,142412,434516,C422331737,695763,445405,0,0
239,PAYMENT,46115,C415429295,207328,439462,M282521788,379129,568043,0,0
282,PAYMENT,213009,C444898148,454581,296508,M806108387,591444,640080,0,0
698,CASH_OUT,26240,C210163669,149594,401737,C699414278,467667,123319,0,0
685,PAYMENT,151642,C185973340,394321,121173,M294493146,478766,33434,0,0
670,PAYMENT,54845,C452101316,487171,161929,M415448230,361273,350912,0,0
454,CASH_OUT,74305,C809656613,375903,101350,C204800493,604879,262051,0,0
387,TRANSFER,150359,C417440983,491844,479198,C605497119,183843,583194,1,0
48,CASH_OUT,21023,C429097422,26382,207627,C237378973,721202,521564,0,0
653,DEBIT,83484,C578798403,365837,277045,C895555607,780751,106371,0,0
407,PAYMENT,42322,C747060047,222809,260186,M377725308,312329,681398,0,0
58,PAYMENT,21167,C870584681,246476,284220,M878663220,383891,216197,0,0
430,DEBIT,270690,C557538651,190128,117556,C967952618,408449,166901,0,0
313,CASH_OUT,181649,C278933456,129000,298517,C700255667,141503,171147,1,0
15,DEBIT,115684,C840629322,269039,105682,C919177195,116894,603318,0,0
633,PAYMENT,261520,C576642996,202509,237677,M296568144,274962,457486,0,0
75,TRANSFER,164245,C477470703,253564,209496,C829835592,733082,556116,1,0
489,TRANSFER,118522,C580101819,344950,15021,C460382610,304592,452889,0,0
459,TRANSFER,44141,C145478504,321768,264814,C802693852,656228,290111,0,0
138,CASH_OUT,117216,C880411013,69165,447812,C195884955,607199,659230,0,0
153,TRANSFER,28302,C478557676,98537,68682,C338642889,494897,766913,0,0
302,CASH_OUT,277630,C760191749,151779,391637,C481482646,657302,763389,1,0
51,CASH_OUT,137252,C567013808,53175,287795,C339796534,590846,659830,0,0
665,DEBIT,226586,C394801573,494649,294418,C899089320,437513,403564,0,0
604,PAYMENT,60046,C786624943,144490,36355,M429730298,576131,13423,0,0
628,PAYMENT,27572,C949842840,238826,279477,M551478978,616017,675516,0,0
619,CASH_OUT,271580,C161587757,369436,39986,C946205663,212104,564240,1,0
589,PAYMENT,147864,C180574838,288889,57803,M455749066,687859,444740,0,0
366,PAYMENT,17294,C820678212,29048,338723,M499090969,799131,313817,0,0
633,CASH_OUT,150785,C784523874,380355,3420,C379773344,684341,477061,1,0
501,CASH_OUT,245260,C536164913,48002,166020,C728751749,128471,693983,1,0
363,PAYMENT,103989,C490102359,112150,258445,M415734988,244437,217972,0,0
84,CASH_OUT,89151,C650921917,88263,492492,C597959181,627326,612404,0,0
289,PAYMENT,27564,C960170255,293128,445292,M226466892,31817,676689,0,0
253,DEBIT,234079,C905196831,199542,87122,C605234798,250139,615702,0,0
690,PAYMENT,108935,C829511584,409442,312604,M157635190,738360,522419,0,0
307,DEBIT,233031,C271784435,179357,161298,C781178315,452669,729695,0,0
349,TRANSFER,64028,C133436988,154404,348413,C726608478,742459,477965,0,0
394,TRANSFER,254903,C253308283,18482,25905,C723106450,790078,401519,0,0
216,TRANSFER,82944,C752376434,327936,316359,C766422911,71540,198343,0,0
391,CASH_OUT,54560,C828092377,92264,474288,C176467315,343133,75952,0,0
254,PAYMENT,148978,C938927341,245318,249434,M607042021,755631,76970,0,0
680,DEBIT,129337,C570484488,231391,129686,C308889819,131458,698165,0,0
288,CASH_OUT,30370,C137365109,34600,121764,C637383490,48737,348039,0,0
549,CASH_OUT,210865,C235538456,267311,112557,C228651382,181676,653310,1,0
376,PAYMENT,279449,C172191273,302146,134288,M830893658,576453,482156,0,0
639,DEBIT,288450,C353398109,200658,111860,C509814203,799947,251060,0,0
619,CASH_OUT,97569,C935924516,335103,268556,C668909764,489881,736332,0,0
507,PAYMENT,200273,C792738367,405732,205459,M420357050,150619,273016,0,0
130,PAYMENT,187635,C493342201,194227,64361,M543570539,526054,467927,0,0
144,PAYMENT,63114,C488856231,300318,125702,M158048598,658764,234046,0,0
17,CASH_OUT,84764,C511086777,55918,206238,C261897130,675234,26547,0,0
402,TRANSFER,141141,C709074302,381050,1832,C247494816,681014,403823,0,0
283,PAYMENT,150837,C134773472,222071,482939,M315066828,303374,426542,1,0
164,PAYMENT,41356,C749715626,432600,135467,M467938988,161080,372335,0,0
226,CASH_OUT,33402,C264752975,124034,176774,C539366395,542247,414921,0,0
586,CASH_OUT,131727,C829137330,273839,313174,C711392447,732444,124535,0,0
642,DEBIT,269845,C583100677,145006,153625,C591313587,508907,355893,0,0
122,DEBIT,263412,C498320110,37,11920,C253785761,522886,711448,0,1
167,DEBIT,248915,C499446327,456243,66697,C439714150,606867,657773,0,1
503,PAYMENT,263706,C576676179,406757,190093,M868443155,446015,585273,0,0
346,TRANSFER,259121,C919355714,242223,176282,C293656603,533754,255623,1,0
261,CASH_OUT,223877,C182555101,58784,159855,C936381727,530553,287502,0,0
295,TRANSFER,1677,C716243819,74408,396904,C186770648,179810,104570,0,0
527,PAYMENT,173464,C247848992,209019,311857,M623535947,440691,297463,0,0
28,PAYMENT,141455,C668503222,58453,385296,M457158145,465713,210190,0,0
294,PAYMENT,273678,C494009507,152418,21996,M777566277,345778,132053,0,0
519,TRANSFER,126399,C527385805,143953,465432,C289863614,119894,289943,0,0
506,CASH_OUT,224622,C437568796,430037,52107,C436525794,347509,389860,1,0
63,CASH_OUT,274964,C797460535,160381,339401,C781288086,23466,648829,1,0
147,CASH_OUT,6564,C399240862,179000,233705,C162291621,325969,526406,0,0
437,TRANSFER,121997,C368018471,435157,138117,C105061082,508350,646956,0,0
417,TRANSFER,248097,C221814525,209097,371178,C585388459,9387,172606,1,0
144,DEBIT,249206,C127824235,288514,344787,C393698307,267724,592190,0,0
476,PAYMENT,291143,C889924866,122013,242124,M324822604,400074,121789,0,0
640,DEBIT,194252,C299767568,489170,293271,C917325063,437509,455342,0,0
420,DEBIT,286948,C635844374,408654,431419,C930584689,405427,52335,0,0
117,TRANSFER,255921,C655924752,129344,260339,C281039053,748378,722395,1,0
211,TRANSFER,36545,C515524530,116189,457775,C718774770,721558,532327,0,0
657,DEBIT,104924,C703091482,281941,456303,C920858166,119342,267981,0,0
198,DEBIT,224837,C226444910,317817,235654,C270118413,389569,136322,1,1
352,TRANSFER,235752,C381080560,484772,456295,C625679392,355113,62726,1,0
32,TRANSFER,248880,C932111777,109264,140777,C943113786,336940,349005,1,1
26,PAYMENT,160455,C379484009,186256,459474,M919876144,40878,62979,0,0
99,PAYMENT,242418,C855954847,249643,158239,M937252824,755897,298030,0,0
438,TRANSFER,65624,C579182105,198033,228978,C194533678,205719,737456,0,1
610,TRANSFER,298357,C330393232,311776,103533,C238948590,563311,472699,1,0
494,DEBIT,223277,C756998124,210462,155002,C759792599,599262,702736,0,0
106,TRANSFER,154821,C406635834,355437,67021,C565694083,250396,461333,1,0
117,TRANSFER,58660,C845156039,447489,65355,C780202067,476870,241830,0,0
8,PAYMENT,255819,C627422192,81238,417972,M561075177,6611,395771,0,0
613,TRANSFER,49520,C314939857,283126,83337,C533140455,560591,180934,0,0
415,DEBIT,49693,C231680929,432681,61606,C560662565,464151,230461,0,0
165,DEBIT,118737,C245737277,311726,208920,C612604642,374494,446171,0,0
548,CASH_OUT,106510,C179512774,278715,219779,C511582876,528671,228289,0,0
579,CASH_OUT,238369,C585377142,89233,81196,C105013454,294438,412073,0,0
58,DEBIT,262751,C285388355,113226,486553,C140507249,342543,155161,0,0
525,CASH_OUT,164826,C865975088,386620,294977,C673144707,677090,415699,1,0
152,PAYMENT,186198,C577934499,9964,196221,M314119421,574349,702221,0,0
167,PAYMENT,65885,C194264587,476492,475629,M884539206,467018,558457,0,0
601,DEBIT,55062,C970281936,297103,159950,C500614581,433039,125191,0,0
146,TRANSFER,105568,C832215964,393137,20044,C115115189,348301,434969,0,0
184,CASH_OUT,80963,C443154754,4331,91627,C445973716,367390,312444,0,0
523,CASH_OUT,194315,C817087513,391413,344382,C912659064,407435,708481,1,0
161,CASH_OUT,31651,C473045064,468349,330679,C994672466,781608,509272,1,0
72,DEBIT,228229,C861863296,70198,98384,C670193187,8078,541833,0,0
278,DEBIT,60382,C169727803,448944,234799,C304630191,207537,413621,0,0
99,DEBIT,234485,C690554938,262070,35577,C119237294,56614,727138,0,0
122,DEBIT,65741,C682152066,411742,38311,C826652789,675087,46526,0,0
356,TRANSFER,291668,C411774120,13450,71524,C104427929,448636,454788,0,0
526,CASH_OUT,162830,C422076028,62182,177175,C772899961,190191,242941,0,0
145,CASH_OUT,16655,C269119969,481864,342368,C887700486,675748,659103,0,0
672,PAYMENT,60754,C864299201,9372,14551,M367171793,455473,481312,0,0
661,TRANSFER,80306,C861888313,348152,20754,C342950952,572310,114479,0,0
213,PAYMENT,46029,C851854702,69835,489850,M844666527,297486,620390,0,0
627,CASH_OUT,119256,C784725186,239073,62821,C469742752,15305,151186,0,0
435,PAYMENT,144501,C286928799,172687,17862,M435106513,323599,463675,0,0
588,DEBIT,229404,C952225000,111672,250220,C238438399,221775,229632,0,0
316,PAYMENT,154748,C488149273,410654,272028,M210282113,479818,382478,0,0
274,DEBIT,226059,C646272321,256620,269013,C511834185,682561,718687,0,0
279,TRANSFER,46662,C340777602,359295,198768,C640453426,139570,700849,0,0
530,PAYMENT,225221,C230311939,381361,33758,M732080338,467121,534968,0,0
692,CASH_OUT,272548,C315801027,274541,418362,C428688580,295187,590282,1,0
475,DEBIT,29770,C950474042,474587,66320,C279336562,759774,57353,0,0
113,CASH_OUT,31701,C249117905,203754,479786,C170101400,168377,77952,0,0
213,DEBIT,15891,C354193540,265415,384346,C984595578,24276,43585,0,0
242,DEBIT,145438,C948656610,419364,230314,C149089708,142712,746178,0,0
376,PAYMENT,201782,C630452018,40088,455884,M420192227,131980,506741,0,0
53,TRANSFER,295309,C128222260,213596,341508,C412273967,383800,437734,1,0
473,TRANSFER,261028,C487509692,94120,423495,C589547144,173795,500735,0,0
497,CASH_OUT,23625,C694875990,103088,366573,C881503560,462273,604025,0,0
344,TRANSFER,180594,C714478186,117399,185964,C658655427,225226,561337,1,0
558,PAYMENT,157519,C496115351,144338,236503,M740347321,196945,131590,0,0
476,PAYMENT,267009,C601873197,11539,100591,M662767039,116737,24996,0,0
597,PAYMENT,128141,C962925204,121844,135024,M462747729,777146,707217,0,0
190,DEBIT,269615,C692326390,347328,248535,C565644493,478193,772333,0,0
561,CASH_OUT,138034,C239340792,252822,158693,C837424573,199245,446811,0,0
646,PAYMENT,137180,C757074545,220686,232409,M243655310,446098,783842,0,0
14,TRANSFER,162503,C192573170,393852,92479,C468006578,788695,26245,1,0
293,TRANSFER,241866,C170596494,208851,261968,C626325353,153325,64873,1,0
19,CASH_OUT,149055,C432098383,130698,49892,C485742696,676708,628781,0,0
102,DEBIT,127636,C527521016,275429,125806,C905430477,628420,465342,0,0
191,PAYMENT,107900,C869801588,174698,31346,M302320914,239647,457199,0,0
151,CASH_OUT,34885,C871880418,440523,492280,C277042316,763707,194499,0,0
111,PAYMENT,104315,C613962746,350002,182124,M971887294,200123,206769,0,0
546,DEBIT,299255,C664461415,375194,110034,C533138485,754849,752758,0,0
23,CASH_OUT,140890,C541087900,451598,182643,C120535029,106734,162372,0,0
620,PAYMENT,62880,C925884151,88478,373913,M345262270,616323,568176,0,0
678,DEBIT,165937,C539625898,7928,190477,C340863230,106759,9179,0,0
387,CASH_OUT,97899,C984053945,499479,313011,C880791577,4090,192136,0,0
196,CASH_OUT,251853,C717294720,289258,448292,C240881133,539877,172097,1,0
318,PAYMENT,199416,C179189225,73741,382873,M326763783,301286,243603,0,1
133,PAYMENT,218632,C234568604,160371,262713,M888208775,728165,451095,0,0
516,TRANSFER,24602,C440405868,318318,366595,C123529192,715144,197057,0,0
84,PAYMENT,266394,C789705810,430305,140689,M733177858,255560,85141,1,0
371,TRANSFER,180875,C179634081,201123,486649,C641846158,218850,623536,1,0
36,PAYMENT,76525,C583156434,192990,294614,M281445989,258946,656318,0,0
207,PAYMENT,129693,C600184588,112223,83038,M232244172,615995,787868,0,0
284,DEBIT,167562,C830261466,499383,383556,C493624575,580620,369625,0,0
454,CASH_OUT,78094,C655511084,86038,234907,C863548641,220422,173104,0,0
349,CASH_OUT,1615,C469919929,481438,317399,C798512415,88771,261092,0,0
622,DEBIT,67105,C237798236,123182,186131,C950540063,136774,284922,0,0
564,CASH_OUT,236595,C990189659,136225,50818,C140118673,179300,334705,1,0
630,DEBIT,10445,C937800943,478096,134670,C502859804,754965,10960,0,0
42,CASH_OUT,20139,C691957561,294472,167229,C787539531,449058,378080,0,0
224,PAYMENT,258291,C786973497,292552,204300,M374651533,489788,626266,1,0
415,CASH_OUT,72355,C731130400,393086,301841,C928123020,483512,592819,0,0
664,DEBIT,200562,C295381429,39601,294849,C674165650,635404,587453,0,1
470,CASH_OUT,176455,C924399252,428472,114360,C769085879,79311,89751,1,0
229,CASH_OUT,67660,C238548086,364970,449998,C152169850,628887,61330,0,0
144,PAYMENT,128792,C564520346,480926,355289,M737721108,456185,435213,0,0
